"id","cyberball","focus","ostracism_condition","self_other_condition","ios_condition","ios_outcome","outcome","cause_self","cause_other","stability_value","locus_value","stability","locus"
22,2,1,"excluded","yellow","group_yellow_own",7,5,"That Yellow group member is probably not a nice person.",NA,4.5,1,"stability_self5","locus_self5"
22,2,1,"excluded","yellow","group_yellow_own",7,6,"They were probably very qualified for the job.",NA,2,1,"stability_self6","locus_self6"
22,2,1,"excluded","yellow","group_yellow_own",7,7,"The Yellow group member looked nice.",NA,4,2.5,"stability_self7","locus_self7"
22,2,1,"excluded","yellow","group_yellow_own",7,8,"They worked hard within their company.",NA,3.5,1,"stability_self8","locus_self8"
22,2,1,"excluded","yellow","group_yellow_own",7,9,"The member most likely completed the project to a high standard so is being praised accordingly.",NA,4,4,"stability_self9","locus_self9"
22,2,1,"excluded","yellow","group_yellow_own",7,10,"Their partner is very fond of them.",NA,3.5,2,"stability_self10","locus_self10"
23,1,2,"included","green","group_green_other",4,1,NA,"conflicts ",3.5,5,"stability_other1","locus_other1"
23,1,2,"included","green","group_green_other",4,2,NA,"lack of motivation",4,2,"stability_other2","locus_other2"
23,1,2,"included","green","group_green_other",4,3,NA,"poor wording",3.5,4,"stability_other3","locus_other3"
23,1,2,"included","green","group_green_other",4,4,NA,"conflicts in personality",4.5,4,"stability_other4","locus_other4"
23,1,2,"included","green","group_green_other",4,5,NA,"dislike to other member",3.5,3,"stability_other5","locus_other5"
23,1,2,"included","green","group_green_other",4,6,NA,"personality - determined",2,3,"stability_other6","locus_other6"
23,1,2,"included","green","group_green_other",4,7,NA,"kind",2,2,"stability_other7","locus_other7"
23,1,2,"included","green","group_green_other",4,8,NA,"good work",1,1,"stability_other8","locus_other8"
23,1,2,"included","green","group_green_other",4,9,NA,"hard work",2,2.5,"stability_other9","locus_other9"
23,1,2,"included","green","group_green_other",4,10,NA,"strong relationship ",2,1,"stability_other10","locus_other10"
24,1,2,"included","green","group_green_other",3,1,NA,"A misunderstanding",5,4,"stability_other1","locus_other1"
24,1,2,"included","green","group_green_other",3,2,NA,"The company has expected too much and heaped work on because of previous high performance levels, without any regard to how the projects translate",5,5,"stability_other2","locus_other2"
24,1,2,"included","green","group_green_other",3,3,NA,"She's telling the truth - but it's not what people want to hear",5,5,"stability_other3","locus_other3"
24,1,2,"included","green","group_green_other",3,4,NA,"Their personalities don't match",3.5,2.5,"stability_other4","locus_other4"
24,1,2,"included","green","group_green_other",3,5,NA,"They don't want to get in the middle of personal conflict",4.5,3.5,"stability_other5","locus_other5"
24,1,2,"included","green","group_green_other",3,6,NA,"They're competent, efficient, and eloquent in their presentation of why they'd be the best at the job",3.5,2,"stability_other6","locus_other6"
24,1,2,"included","green","group_green_other",3,7,NA,"Glossy, glossy hair",4,2,"stability_other7","locus_other7"
24,1,2,"included","green","group_green_other",3,8,NA,"They're efficient and great at self-advocating",1,1,"stability_other8","locus_other8"
24,1,2,"included","green","group_green_other",3,9,NA,"They're hardworking and innovative",1,1,"stability_other9","locus_other9"
24,1,2,"included","green","group_green_other",3,10,NA,"Their partner has had a wake-up call that has made them reflect on how much they care for the group member",4,5,"stability_other10","locus_other10"
25,2,1,"excluded","yellow","group_yellow_own",3,1,"That person has their own problems",NA,4.5,4,"stability_self1","locus_self1"
25,2,1,"excluded","yellow","group_yellow_own",3,2,"There is too much work",NA,4.5,4,"stability_self2","locus_self2"
25,2,1,"excluded","yellow","group_yellow_own",3,3,"They made a mistake in their talk and everyone knew",NA,3,2,"stability_self3","locus_self3"
25,2,1,"excluded","yellow","group_yellow_own",3,4,"they were not compatible people",NA,3,3,"stability_self4","locus_self4"
25,2,1,"excluded","yellow","group_yellow_own",3,5,"They cannot help the person",NA,4,3,"stability_self5","locus_self5"
25,2,1,"excluded","yellow","group_yellow_own",3,6,"They had the skills and a bit of luck",NA,4,2,"stability_self6","locus_self6"
25,2,1,"excluded","yellow","group_yellow_own",3,7,"They are an attractive person",NA,2,3,"stability_self7","locus_self7"
25,2,1,"excluded","yellow","group_yellow_own",3,8,"They worked hard",NA,2.5,1,"stability_self8","locus_self8"
25,2,1,"excluded","yellow","group_yellow_own",3,9,"They worked hard on it, and it was succesful",NA,3.5,2,"stability_self9","locus_self9"
25,2,1,"excluded","yellow","group_yellow_own",3,10,"Both people realise it is good to treat each other better",NA,3.5,3,"stability_self10","locus_self10"
26,2,2,"excluded","green","group_green_other",6,1,NA,"Because thre selfish",1,1,"stability_other1","locus_other1"
26,2,2,"excluded","green","group_green_other",6,2,NA,"Preoccupation",3,3,"stability_other2","locus_other2"
26,2,2,"excluded","green","group_green_other",6,3,NA,"Due to being selfish the audience reacts infavourably",1,3,"stability_other3","locus_other3"
26,2,2,"excluded","green","group_green_other",6,4,NA,"Because they are very similar",2,2,"stability_other4","locus_other4"
26,2,2,"excluded","green","group_green_other",6,5,NA,"Selfishness",1.5,1.5,"stability_other5","locus_other5"
26,2,2,"excluded","green","group_green_other",6,6,NA,"Self centred ness",3,3,"stability_other6","locus_other6"
26,2,2,"excluded","green","group_green_other",6,7,NA,"Because they are very similar",3,1.5,"stability_other7","locus_other7"
26,2,2,"excluded","green","group_green_other",6,8,NA,"Good work",4,4.5,"stability_other8","locus_other8"
26,2,2,"excluded","green","group_green_other",6,9,NA,"Self centreness",3,5,"stability_other9","locus_other9"
26,2,2,"excluded","green","group_green_other",6,10,NA,"Unsure",3,3,"stability_other10","locus_other10"
27,1,1,"included","yellow","group_yellow_own",4,1,"Discrimination, different team/colour to the friend",NA,3,5,"stability_self1","locus_self1"
27,1,1,"included","yellow","group_yellow_own",4,2,"work overload",NA,4,1.5,"stability_self2","locus_self2"
27,1,1,"included","yellow","group_yellow_own",4,3,"Disagreement of an opinion, opposing fans",NA,4.5,4.5,"stability_self3","locus_self3"
27,1,1,"included","yellow","group_yellow_own",4,4,"Disagreement over something",NA,3,3,"stability_self4","locus_self4"
27,1,1,"included","yellow","group_yellow_own",4,5,"A choice of not wanting to perhaps too much effort for the member",NA,4.5,3,"stability_self5","locus_self5"
27,1,1,"included","yellow","group_yellow_own",4,6,"well-prepared",NA,1,1,"stability_self6","locus_self6"
27,1,1,"included","yellow","group_yellow_own",4,7,"Genuinely wants to make the person feel good",NA,3,1.5,"stability_self7","locus_self7"
27,1,1,"included","yellow","group_yellow_own",4,8,"Shown good work and talent consistently over time",NA,1,1,"stability_self8","locus_self8"
27,1,1,"included","yellow","group_yellow_own",4,9,"Hard-working",NA,1,1,"stability_self9","locus_self9"
27,1,1,"included","yellow","group_yellow_own",4,10,"Good stable long-term relationship, the trust is present between them.",NA,4.5,3,"stability_self10","locus_self10"
28,2,1,"excluded","yellow","group_yellow_own",3,1,"personal historic grievance",NA,4,3,"stability_self1","locus_self1"
28,2,1,"excluded","yellow","group_yellow_own",3,2,"Sickness prevents completion",NA,5,3,"stability_self2","locus_self2"
28,2,1,"excluded","yellow","group_yellow_own",3,3,"Controversial statements not agreed by audience",NA,3.5,4,"stability_self3","locus_self3"
28,2,1,"excluded","yellow","group_yellow_own",3,4,"Personality mismatch",NA,4,3.5,"stability_self4","locus_self4"
28,2,1,"excluded","yellow","group_yellow_own",3,5,"Too busy",NA,4,3,"stability_self5","locus_self5"
28,2,1,"excluded","yellow","group_yellow_own",3,6,"Best candidate on application",NA,4,3.5,"stability_self6","locus_self6"
28,2,1,"excluded","yellow","group_yellow_own",3,7,"Feeling happy and generous",NA,4,3,"stability_self7","locus_self7"
28,2,1,"excluded","yellow","group_yellow_own",3,8,"Promotion",NA,3.5,3,"stability_self8","locus_self8"
28,2,1,"excluded","yellow","group_yellow_own",3,9,"Hard, diligent work",NA,3,3,"stability_self9","locus_self9"
28,2,1,"excluded","yellow","group_yellow_own",3,10,"Sick",NA,4,5,"stability_self10","locus_self10"
29,1,2,"included","green","group_green_other",7,1,NA,"Either the member has upset them or the friend is having a bad time.",4,3,"stability_other1","locus_other1"
29,1,2,"included","green","group_green_other",7,2,NA,"They don't have enough time.",5,3,"stability_other2","locus_other2"
29,1,2,"included","green","group_green_other",7,3,NA,"The audience didn't agree with what was said.",4,4,"stability_other3","locus_other3"
29,1,2,"included","green","group_green_other",7,4,NA,"They disagree over something.",4,3.5,"stability_other4","locus_other4"
29,1,2,"included","green","group_green_other",7,5,NA,"They don't know what to do to help.",3,2,"stability_other5","locus_other5"
29,1,2,"included","green","group_green_other",7,6,NA,"Their enthusiasm got them the job.",2,1.5,"stability_other6","locus_other6"
29,1,2,"included","green","group_green_other",7,7,NA,"They look good.",5,2,"stability_other7","locus_other7"
29,1,2,"included","green","group_green_other",7,8,NA,"He had a pay review.",3,4.5,"stability_other8","locus_other8"
29,1,2,"included","green","group_green_other",7,9,NA,"The project was a success.",4,2,"stability_other9","locus_other9"
29,1,2,"included","green","group_green_other",7,10,NA,"Their partner has done something wrong and is feeling guilty.",5,4,"stability_other10","locus_other10"
30,2,1,"excluded","yellow","group_yellow_own",3,1,"yellow group member may have done something to incur their friends wrath ",NA,4,1.5,"stability_self1","locus_self1"
30,2,1,"excluded","yellow","group_yellow_own",3,2,"poor time management",NA,3,1.5,"stability_self2","locus_self2"
30,2,1,"excluded","yellow","group_yellow_own",3,4,"conflict of interests ",NA,3.5,2,"stability_self4","locus_self4"
30,2,1,"excluded","yellow","group_yellow_own",3,5,"yellow group member is apathetic ",NA,4.5,1,"stability_self5","locus_self5"
30,2,1,"excluded","yellow","group_yellow_own",3,6,"yellow group member applied themselves and worked hard to achieve their goal",NA,2,1,"stability_self6","locus_self6"
30,2,1,"excluded","yellow","group_yellow_own",3,7,"yellow group member takes pride in their appearance ",NA,3,1,"stability_self7","locus_self7"
30,2,1,"excluded","yellow","group_yellow_own",3,8,"good work ethic ",NA,1.5,2,"stability_self8","locus_self8"
30,2,1,"excluded","yellow","group_yellow_own",3,9,"intelligent and thoughtful work ",NA,3,1,"stability_self9","locus_self9"
30,2,1,"excluded","yellow","group_yellow_own",3,10,"yellow group member has a stronger relationship with their partner",NA,4,1,"stability_self10","locus_self10"
31,1,2,"included","green","group_green_other",1,1,NA,"They aren't warming ",3.5,2,"stability_other1","locus_other1"
31,1,2,"included","green","group_green_other",1,2,NA,"they are incompetent ",2.5,3,"stability_other2","locus_other2"
31,1,2,"included","green","group_green_other",1,3,NA,"They aren't very good at delivering",2.5,2.5,"stability_other3","locus_other3"
31,1,2,"included","green","group_green_other",1,4,NA,"They are not friendly,  or have manners ",3,3.5,"stability_other4","locus_other4"
31,1,2,"included","green","group_green_other",1,5,NA,"They are slelfish ",3,2.5,"stability_other5","locus_other5"
31,1,2,"included","green","group_green_other",1,6,NA,"They are hardworking",4,3,"stability_other6","locus_other6"
31,1,2,"included","green","group_green_other",1,7,NA,"they have made an effort",3.5,3,"stability_other7","locus_other7"
31,1,2,"included","green","group_green_other",1,8,NA,"they are a male",3.5,3.5,"stability_other8","locus_other8"
31,1,2,"included","green","group_green_other",1,9,NA,"they are a hard worker ",3.5,3,"stability_other9","locus_other9"
31,1,2,"included","green","group_green_other",1,10,NA,"they are valued more by people",3,2.5,"stability_other10","locus_other10"
32,1,2,"included","green","group_green_other",2,1,NA,"They heard they'd acted badly",3,2.5,"stability_other1","locus_other1"
32,1,2,"included","green","group_green_other",2,2,NA,"They were held back by team members",3,1.5,"stability_other2","locus_other2"
32,1,2,"included","green","group_green_other",2,3,NA,"They didn't present their idea well",3,2,"stability_other3","locus_other3"
32,1,2,"included","green","group_green_other",2,4,NA,"They were rude",2,2.5,"stability_other4","locus_other4"
32,1,2,"included","green","group_green_other",2,5,NA,"They are too busy",3,2,"stability_other5","locus_other5"
32,1,2,"included","green","group_green_other",2,6,NA,"They had support from other team members",3.5,3.5,"stability_other6","locus_other6"
32,1,2,"included","green","group_green_other",2,7,NA,"They genuinely like their appearance",3,3,"stability_other7","locus_other7"
32,1,2,"included","green","group_green_other",2,8,NA,"The whole team worked well",2,2.5,"stability_other8","locus_other8"
32,1,2,"included","green","group_green_other",2,9,NA,"They worked well as part of a team",2.5,3,"stability_other9","locus_other9"
32,1,2,"included","green","group_green_other",2,10,NA,"They are a nice person",4,3.5,"stability_other10","locus_other10"
33,1,2,"included","green","group_green_other",4,1,NA,"The friend has problems in their life",4,4,"stability_other1","locus_other1"
33,1,2,"included","green","group_green_other",4,2,NA,"They aren't willing to put enough work in",3.5,2.5,"stability_other2","locus_other2"
33,1,2,"included","green","group_green_other",4,3,NA,"The talk was delivered poorly",4,2.5,"stability_other3","locus_other3"
33,1,2,"included","green","group_green_other",4,4,NA,"The people have conflicting personalities",2,3,"stability_other4","locus_other4"
33,1,2,"included","green","group_green_other",4,5,NA,"The member of group green is not very nice",3.5,2,"stability_other5","locus_other5"
33,1,2,"included","green","group_green_other",4,6,NA,"The interview went well",3,2,"stability_other6","locus_other6"
33,1,2,"included","green","group_green_other",4,7,NA,"They look unusually good today",4,2.5,"stability_other7","locus_other7"
33,1,2,"included","green","group_green_other",4,8,NA,"They were performing well at work",1.5,2,"stability_other8","locus_other8"
33,1,2,"included","green","group_green_other",4,9,NA,"They did the project well",3.5,2.5,"stability_other9","locus_other9"
33,1,2,"included","green","group_green_other",4,10,NA,"Their partner feels bad about something",4,4.5,"stability_other10","locus_other10"
34,1,1,"included","yellow","group_yellow_own",1,1,"their previous actions",NA,4,2,"stability_self1","locus_self1"
34,1,1,"included","yellow","group_yellow_own",1,2,"the amount of work given to them",NA,4,3,"stability_self2","locus_self2"
34,1,1,"included","yellow","group_yellow_own",1,3,"what they talked about ",NA,4,2,"stability_self3","locus_self3"
34,1,1,"included","yellow","group_yellow_own",1,4,"their interaction with the other person",NA,5,2,"stability_self4","locus_self4"
34,1,1,"included","yellow","group_yellow_own",1,5,"their history of their previous actions",NA,4,3.5,"stability_self5","locus_self5"
34,1,1,"included","yellow","group_yellow_own",1,6,"their facts they added to their application",NA,3,3.5,"stability_self6","locus_self6"
34,1,1,"included","yellow","group_yellow_own",1,7,"nice clothes they are wearing",NA,3.5,2,"stability_self7","locus_self7"
34,1,1,"included","yellow","group_yellow_own",1,8,"their previous work history",NA,3.5,2,"stability_self8","locus_self8"
34,1,1,"included","yellow","group_yellow_own",1,9,"their actions on completing the project",NA,3.5,2,"stability_self9","locus_self9"
34,1,1,"included","yellow","group_yellow_own",1,10,"the change in their interactions with their partner",NA,4.5,2,"stability_self10","locus_self10"
35,2,1,"excluded","yellow","group_yellow_own",4,6,"No idea",NA,3,3,"stability_self6","locus_self6"
35,2,1,"excluded","yellow","group_yellow_own",4,7,"No idea",NA,4,2.5,"stability_self7","locus_self7"
35,2,1,"excluded","yellow","group_yellow_own",4,8,"No idea",NA,2.5,3,"stability_self8","locus_self8"
35,2,1,"excluded","yellow","group_yellow_own",4,9,"No idea",NA,3,3,"stability_self9","locus_self9"
35,2,1,"excluded","yellow","group_yellow_own",4,10,"No idea",NA,3,3,"stability_self10","locus_self10"
36,1,1,"included","yellow","group_yellow_own",7,1,"the friend was having a bad day",NA,5,5,"stability_self1","locus_self1"
36,1,1,"included","yellow","group_yellow_own",7,2,"there is too much work and not enough time to complete it",NA,5,4.5,"stability_self2","locus_self2"
36,1,1,"included","yellow","group_yellow_own",7,3,"the talk was on a controversial issue that the audience disagreed with",NA,2.5,3,"stability_self3","locus_self3"
36,1,1,"included","yellow","group_yellow_own",7,4,"they bumped into each other and dropped a bunch of stuff they were holding (ie, it was an accident that caused it to go badly)",NA,5,5,"stability_self4","locus_self4"
36,1,1,"included","yellow","group_yellow_own",7,5,"they were having a bad day and did not want to help",NA,5,1,"stability_self5","locus_self5"
36,1,1,"included","yellow","group_yellow_own",7,6,"they are well suited to the job and performed very well in  the interview",NA,2,1,"stability_self6","locus_self6"
36,1,1,"included","yellow","group_yellow_own",7,7,"the friend wanted to make them happy",NA,4,3,"stability_self7","locus_self7"
36,1,1,"included","yellow","group_yellow_own",7,8,"they worked hard and they deserve a raise",NA,0.5,1,"stability_self8","locus_self8"
36,1,1,"included","yellow","group_yellow_own",7,9,"they worked very hard and deserve the praise",NA,1,1,"stability_self9","locus_self9"
36,1,1,"included","yellow","group_yellow_own",7,10,"their partner loves them",NA,2,3,"stability_self10","locus_self10"
37,2,2,"excluded","green","group_green_other",7,2,NA,"The workload is more than they can handle",4,4,"stability_other2","locus_other2"
37,2,2,"excluded","green","group_green_other",7,3,NA,"misundertood",4,4,"stability_other3","locus_other3"
37,2,2,"excluded","green","group_green_other",7,4,NA,"Misunderstanding",3,3,"stability_other4","locus_other4"
37,2,2,"excluded","green","group_green_other",7,5,NA,"They clearly are not liked",2,2,"stability_other5","locus_other5"
37,2,2,"excluded","green","group_green_other",7,6,NA,"The ability to be persistent",2.5,2.5,"stability_other6","locus_other6"
37,2,2,"excluded","green","group_green_other",7,7,NA,"The value placed on the friend",4,2.5,"stability_other7","locus_other7"
37,2,2,"excluded","green","group_green_other",7,8,NA,"The experience on the area of expertise",3,3.5,"stability_other8","locus_other8"
37,2,2,"excluded","green","group_green_other",7,9,NA,"Very welcomed development",4,2.5,"stability_other9","locus_other9"
37,2,2,"excluded","green","group_green_other",7,10,NA,"Good understanding between them",2,1.5,"stability_other10","locus_other10"
38,2,2,"excluded","green","group_green_other",4,1,NA,"They were being rude",3.5,3,"stability_other1","locus_other1"
38,2,2,"excluded","green","group_green_other",4,2,NA,"They ran out of time",2.5,2,"stability_other2","locus_other2"
38,2,2,"excluded","green","group_green_other",4,3,NA,"They misread the room and made an error of judgement",4.5,3,"stability_other3","locus_other3"
38,2,2,"excluded","green","group_green_other",4,4,NA,"Miscommunication or confusion",4.5,4,"stability_other4","locus_other4"
38,2,2,"excluded","green","group_green_other",4,5,NA,"They did not want to help",4,3,"stability_other5","locus_other5"
38,2,2,"excluded","green","group_green_other",4,6,NA,"They left the best impression on the employer",3,3,"stability_other6","locus_other6"
38,2,2,"excluded","green","group_green_other",4,7,NA,"They had a nice appearance",4,3,"stability_other7","locus_other7"
38,2,2,"excluded","green","group_green_other",4,8,NA,"They showed better performance",3,2.5,"stability_other8","locus_other8"
38,2,2,"excluded","green","group_green_other",4,9,NA,"They showcased their project well",4,3.5,"stability_other9","locus_other9"
38,2,2,"excluded","green","group_green_other",4,10,NA,"They did something for their partner that improved the relationship",2,2.5,"stability_other10","locus_other10"
39,2,1,"excluded","yellow","group_yellow_own",1,2,"They don't recieve help they need or go forward to get help",NA,2,1.5,"stability_self2","locus_self2"
39,2,1,"excluded","yellow","group_yellow_own",1,3,"Potential doubting due to isolation",NA,3,3,"stability_self3","locus_self3"
39,2,1,"excluded","yellow","group_yellow_own",1,4,"They feel used to being left out.",NA,3.5,1,"stability_self4","locus_self4"
39,2,1,"excluded","yellow","group_yellow_own",1,5,"Theyve been isolated in the game and feel frustrated so don't wish to help",NA,4,1,"stability_self5","locus_self5"
39,2,1,"excluded","yellow","group_yellow_own",1,6,"They put in extra effort to be accepted and it goes well",NA,1,3,"stability_self6","locus_self6"
39,2,1,"excluded","yellow","group_yellow_own",1,7,"They look good.",NA,4,2.5,"stability_self7","locus_self7"
39,2,1,"excluded","yellow","group_yellow_own",1,8,"Hard work",NA,1.5,3,"stability_self8","locus_self8"
39,2,1,"excluded","yellow","group_yellow_own",1,9,"Works hard",NA,2,1,"stability_self9","locus_self9"
39,2,1,"excluded","yellow","group_yellow_own",1,10,"They treat their partner well",NA,1.5,1,"stability_self10","locus_self10"
40,1,1,"included","yellow","group_yellow_own",4,1,"The friend is having trouble with a different situation. ",NA,5,5,"stability_self1","locus_self1"
40,1,1,"included","yellow","group_yellow_own",4,3,"Lack of preparation. ",NA,1,3,"stability_self3","locus_self3"
40,1,1,"included","yellow","group_yellow_own",4,4,"Finds social situations difficult. ",NA,5,1,"stability_self4","locus_self4"
40,1,1,"included","yellow","group_yellow_own",4,5,"They struggle handling problems of this nature because it has personal resonance. ",NA,1,1,"stability_self5","locus_self5"
40,1,1,"included","yellow","group_yellow_own",4,6,"Seeking a different career path.",NA,5,4.5,"stability_self6","locus_self6"
40,1,1,"included","yellow","group_yellow_own",4,7,"They have spent time and effort making themselves look nice.",NA,4.5,3,"stability_self7","locus_self7"
40,1,1,"included","yellow","group_yellow_own",4,8,"They asked for a raise. ",NA,2,1,"stability_self8","locus_self8"
40,1,1,"included","yellow","group_yellow_own",4,9,"The member puts plenty of effort into preparation. ",NA,4,2,"stability_self9","locus_self9"
40,1,1,"included","yellow","group_yellow_own",4,10,"They feel upset.",NA,5,4.5,"stability_self10","locus_self10"
41,2,2,"excluded","green","group_green_other",3,1,NA,"They have upset them in some way",3.5,1,"stability_other1","locus_other1"
41,2,2,"excluded","green","group_green_other",3,2,NA,"They didn't have enough time",3.5,2,"stability_other2","locus_other2"
41,2,2,"excluded","green","group_green_other",3,3,NA,"The talk is not very interesting",3,1,"stability_other3","locus_other3"
41,2,2,"excluded","green","group_green_other",3,4,NA,"they upset the other person",3.5,1,"stability_other4","locus_other4"
41,2,2,"excluded","green","group_green_other",3,5,NA,"They don't understand the problem",3,1,"stability_other5","locus_other5"
41,2,2,"excluded","green","group_green_other",3,6,NA,"They have the best skills",2,1.5,"stability_other6","locus_other6"
41,2,2,"excluded","green","group_green_other",3,7,NA,"the member has taken more care with their appearance",3.5,1,"stability_other7","locus_other7"
41,2,2,"excluded","green","group_green_other",3,8,NA,"they have worked hard",1.5,1,"stability_other8","locus_other8"
41,2,2,"excluded","green","group_green_other",3,9,NA,"They are good at their work",2,1,"stability_other9","locus_other9"
41,2,2,"excluded","green","group_green_other",3,10,NA,"Their partner has previously behaved badly",4.5,4,"stability_other10","locus_other10"
42,2,2,"excluded","green","group_green_other",6,1,NA,"they have done something to offend them ",4,3,"stability_other1","locus_other1"
42,2,2,"excluded","green","group_green_other",6,2,NA,"they are distracted by other things ",2.5,3,"stability_other2","locus_other2"
42,2,2,"excluded","green","group_green_other",6,3,NA,"the audience did not agree with the talk",3,4.5,"stability_other3","locus_other3"
42,2,2,"excluded","green","group_green_other",6,4,NA,"the other person thinks this member of green is arrogant ",2.5,2,"stability_other4","locus_other4"
42,2,2,"excluded","green","group_green_other",6,5,NA,"because they are selfish",3,2.5,"stability_other5","locus_other5"
42,2,2,"excluded","green","group_green_other",6,6,NA,"because they were very confident in the interview",1,1.5,"stability_other6","locus_other6"
42,2,2,"excluded","green","group_green_other",6,7,NA,"they have thought about their appearance",2,2.5,"stability_other7","locus_other7"
42,2,2,"excluded","green","group_green_other",6,8,NA,"they have worked well",3,2,"stability_other8","locus_other8"
42,2,2,"excluded","green","group_green_other",6,9,NA,"because they worked hard ",3,3.5,"stability_other9","locus_other9"
42,2,2,"excluded","green","group_green_other",6,10,NA,"because they have a good partner ",4,4,"stability_other10","locus_other10"
43,1,2,"included","green","group_green_other",7,1,NA,"women",3,3,"stability_other1","locus_other1"
43,1,2,"included","green","group_green_other",7,2,NA,"panic",3.5,2.5,"stability_other2","locus_other2"
43,1,2,"included","green","group_green_other",7,3,NA,"bad jokes",3,2,"stability_other3","locus_other3"
43,1,2,"included","green","group_green_other",7,4,NA,"attitude",2.5,3,"stability_other4","locus_other4"
43,1,2,"included","green","group_green_other",7,5,NA,"selfish",3,3.5,"stability_other5","locus_other5"
43,1,2,"included","green","group_green_other",7,6,NA,"try-hard",3,3.5,"stability_other6","locus_other6"
43,1,2,"included","green","group_green_other",7,7,NA,"emapthetic",3,2.5,"stability_other7","locus_other7"
43,1,2,"included","green","group_green_other",7,8,NA,"hard worker",4,3.5,"stability_other8","locus_other8"
43,1,2,"included","green","group_green_other",7,9,NA,"hard worker",3,3.5,"stability_other9","locus_other9"
43,1,2,"included","green","group_green_other",7,10,NA,"more caring",3.5,3,"stability_other10","locus_other10"
44,1,1,"included","yellow","group_yellow_own",3,1,"They have done something to upset the friend that they were unaware of. I doubt the Yellow person would meet them guilt-free if they knew they (the friend) were going to be upset.",NA,4,4,"stability_self1","locus_self1"
44,1,1,"included","yellow","group_yellow_own",3,2,"Yellow has extenuating circumstances that mean they are too busy/not in the mental headspace for it, for example their dog just died - something distressing like that",NA,5,5,"stability_self2","locus_self2"
44,1,1,"included","yellow","group_yellow_own",3,3,"The talk is on a topic that is upsetting to the audience or that they fundamentally disagree with, for example a political opinion ",NA,4,3,"stability_self3","locus_self3"
44,1,1,"included","yellow","group_yellow_own",3,4,"they have a fight about something that happened in the past",NA,2,2,"stability_self4","locus_self4"
44,1,1,"included","yellow","group_yellow_own",3,5,"Yellow doesn't like this person as much as they think they do, Yellow is less empathetic towards this friend",NA,4,1,"stability_self5","locus_self5"
44,1,1,"included","yellow","group_yellow_own",3,6,"Yellow has worked hard for this job and done lots of preparation",NA,4,1,"stability_self6","locus_self6"
44,1,1,"included","yellow","group_yellow_own",3,7,"Yellow's hair looks good or their outfit does that day, or maybe they've been working out.",NA,5,1.5,"stability_self7","locus_self7"
44,1,1,"included","yellow","group_yellow_own",3,8,"they have been performing well at work",NA,5,1.5,"stability_self8","locus_self8"
44,1,1,"included","yellow","group_yellow_own",3,9,"Yellow has worked hard on this project and created something impressive. Their efforts are appreciated",NA,2,1,"stability_self9","locus_self9"
44,1,1,"included","yellow","group_yellow_own",3,10,"It is a special occasion and the partner wants to do something nice for the Yellow person, for example, it is their birthday.",NA,2,1,"stability_self10","locus_self10"
45,2,2,"excluded","green","group_green_other",4,3,NA,"The talk was negative.",5,5,"stability_other3","locus_other3"
45,2,2,"excluded","green","group_green_other",4,4,NA,"They're incompatiable",4,5,"stability_other4","locus_other4"
45,2,2,"excluded","green","group_green_other",4,5,NA,"They're selfish",3,1,"stability_other5","locus_other5"
45,2,2,"excluded","green","group_green_other",4,6,NA,"They're determined and we're qualified for the job",3,3,"stability_other6","locus_other6"
45,2,2,"excluded","green","group_green_other",4,7,NA,"They look nice.",1.5,1,"stability_other7","locus_other7"
45,2,2,"excluded","green","group_green_other",4,8,NA,"They deserved it.",1,3,"stability_other8","locus_other8"
45,2,2,"excluded","green","group_green_other",4,9,NA,"They're highly motivated",3,1,"stability_other9","locus_other9"
45,2,2,"excluded","green","group_green_other",4,10,NA,"They're a nice person",1,1,"stability_other10","locus_other10"
46,2,2,"excluded","green","group_green_other",4,1,NA,"They might be a mean person or the friend might be",4.5,2,"stability_other1","locus_other1"
46,2,2,"excluded","green","group_green_other",4,2,NA,"something may be wrong ",5,2.5,"stability_other2","locus_other2"
46,2,2,"excluded","green","group_green_other",4,3,NA,"It was a bad talk",5,4,"stability_other3","locus_other3"
46,2,2,"excluded","green","group_green_other",4,4,NA,"something wasn't right between them ",3,3,"stability_other4","locus_other4"
46,2,2,"excluded","green","group_green_other",4,5,NA,"They're busy or selfish ",3,3,"stability_other5","locus_other5"
46,2,2,"excluded","green","group_green_other",4,6,NA,"they were right for the job",1,2,"stability_other6","locus_other6"
46,2,2,"excluded","green","group_green_other",4,7,NA,"they look good",5,2,"stability_other7","locus_other7"
46,2,2,"excluded","green","group_green_other",4,8,NA,"they deserved it ",1.5,2,"stability_other8","locus_other8"
46,2,2,"excluded","green","group_green_other",4,9,NA,"They produced a good project",1,1.5,"stability_other9","locus_other9"
46,2,2,"excluded","green","group_green_other",4,10,NA,"Because they love them well",5,2,"stability_other10","locus_other10"
47,1,1,"included","yellow","group_yellow_own",3,1,"because they are not yellow",NA,3.5,4.5,"stability_self1","locus_self1"
47,1,1,"included","yellow","group_yellow_own",3,2,"because they don't have time",NA,4.5,4.5,"stability_self2","locus_self2"
47,1,1,"included","yellow","group_yellow_own",3,3,"because they are not group members",NA,1.5,1,"stability_self3","locus_self3"
47,1,1,"included","yellow","group_yellow_own",3,4,"because they are an outsider",NA,5,5,"stability_self4","locus_self4"
47,1,1,"included","yellow","group_yellow_own",3,5,"Because yellow doesn't want to help.",NA,5,5,"stability_self5","locus_self5"
